n	Abweichung
87374	0
87375	0
87376	0
87377	0
87378	1
87379	0
87380	0
87381	0
87382	0
87383	-1
87384	1
87385	0
87386	0
87387	1
87388	0
87389	0
87390	1
87391	0
87392	0
87393	0
87394	0
87395	0
87396	0
87397	0
87398	0
87399	0
87400	0
87401	-1
87402	1
87403	0
87404	0
87405	0
87406	0
87407	-1
87408	0
87409	0
87410	0
87411	0
87412	0
87413	0
87414	1
87415	0
87416	0
87417	1
87418	0
87419	-1
87420	0
87421	0
87422	0
87423	0
87424	0
87425	-1
87426	0
87427	0
87428	0
87429	1
87430	0
87431	-1
87432	1
87433	0
87434	0
87435	0
87436	0
87437	0
87438	0
87439	0
87440	0
87441	1
87442	0
87443	-1
87444	0
87445	0
87446	0
87447	0
87448	0
87449	0
87450	1
87451	0
87452	0
87453	1
87454	0
87455	0
87456	1
87457	0
87458	0
87459	0
87460	0
87461	0
87462	1
87463	0
87464	0
87465	0
87466	0
87467	0
87468	1
87469	0
87470	0
87471	0
87472	0
87473	-1
87474	1
87475	0
87476	0
87477	0
87478	0
87479	-1
87480	0
87481	0
87482	0
87483	1
87484	0
87485	0
87486	0
87487	0
87488	0
87489	0
87490	0
87491	-1
87492	0
87493	0
87494	0
87495	0
87496	0
87497	0
87498	1
87499	0
87500	0
87501	0
87502	0
87503	0
87504	1
87505	0
87506	0
87507	0
87508	0
87509	-1
87510	1
87511	0
87512	0
87513	0
87514	0
87515	-1
87516	0
87517	0
87518	0
87519	0
87520	0
87521	-1
87522	1
87523	0
87524	0
87525	0
87526	0
87527	0
87528	0
87529	0
87530	0
87531	0
87532	0
87533	0
87534	1
87535	0
87536	0
87537	1
87538	0
87539	-1
87540	0
87541	0
87542	0
87543	1
87544	0
87545	-1
87546	0
87547	0
87548	0
87549	0
87550	0
87551	-1
87552	0
87553	0
87554	0
87555	1
87556	0
87557	-1
87558	0
87559	0
87560	0
87561	0
87562	0
87563	0
87564	0
87565	0
87566	0
87567	1
87568	0
87569	0
87570	0
87571	0
87572	0
87573	1
87574	0
87575	0
87576	0
87577	0
87578	0
87579	0
87580	0
87581	-1
87582	0
87583	0
87584	0
87585	0
87586	0
87587	-1
87588	0
87589	0
87590	0
87591	0
87592	0
87593	0
87594	0
87595	0
87596	0
87597	0
87598	0
87599	0
87600	0
87601	0
87602	0
87603	0
87604	0
87605	0
87606	0
87607	0
87608	0
87609	1
87610	0
87611	-1
87612	0
87613	0
87614	0
87615	0
87616	0
87617	0
87618	1
87619	0
87620	0
87621	0
87622	0
87623	-1
87624	0
87625	0
87626	0
87627	0
87628	0
87629	-1
87630	0
87631	0
87632	0
87633	1
87634	0
87635	0
87636	1
87637	0
87638	0
87639	0
87640	0
87641	-1
87642	1
87643	0
87644	0
87645	0
87646	0
87647	-1
87648	1
87649	0
87650	0
87651	0
87652	0
87653	0
87654	1
87655	0
87656	0
87657	1
87658	0
87659	0
87660	0
87661	0
87662	0
87663	0
87664	0
87665	0
87666	1
87667	0
87668	0
87669	1
87670	0
87671	-1
87672	0
87673	0
87674	0
87675	0
87676	0
87677	-1
87678	1
87679	0
87680	0
87681	0
87682	0
87683	-1
87684	1
87685	0
87686	0
87687	0
87688	0
87689	-1
87690	0
87691	0
87692	0
87693	0
87694	0
87695	-1
87696	0
87697	0
87698	0
87699	1
87700	0
87701	-1
87702	0
87703	0
87704	0
87705	1
87706	0
87707	0
87708	1
87709	0
87710	0
87711	0
87712	0
87713	0
87714	0
87715	0
87716	0
87717	0
87718	0
87719	-1
87720	1
87721	0
87722	0
87723	0
87724	0
87725	0
87726	1
87727	0
87728	0
87729	1
87730	0
87731	0
87732	0
87733	0
87734	0
87735	1
87736	0
87737	-1
87738	0
87739	0
87740	0
87741	0
87742	0
87743	-1
87744	1
87745	0
87746	0
87747	0
87748	0
87749	-1
87750	1
87751	0
87752	0
87753	1
87754	0
87755	0
87756	0
87757	0
87758	0
87759	0
87760	0
87761	0
87762	1
87763	0
87764	0
87765	1
87766	0
87767	-1
87768	0
87769	0
87770	0
87771	0
87772	0
87773	0
87774	1
87775	0
87776	0
87777	0
87778	0
87779	0
87780	0
87781	0
87782	0
87783	0
87784	0
87785	0
87786	0
87787	0
87788	0
87789	1
87790	0
87791	-1
87792	0
87793	0
87794	0
87795	0
87796	0
87797	-1
87798	0
87799	0
87800	0
87801	0
87802	0
87803	-1
87804	1
87805	0
87806	0
87807	0
87808	0
87809	-1
87810	0
87811	0
87812	0
87813	1
87814	0
87815	0
87816	0
87817	0
87818	0
87819	1
87820	0
87821	0
87822	0
87823	0
87824	0
87825	0
87826	0
87827	0
87828	1
87829	0
87830	0
87831	0
87832	0
87833	-1
87834	1
87835	0
87836	0
87837	0
87838	0
87839	0
87840	1
87841	0
87842	0
87843	0
87844	0
87845	0
87846	1
87847	0
87848	0
87849	1
87850	0
87851	-1
87852	1
87853	0
87854	0
87855	0
87856	0
87857	0
87858	1
87859	0
87860	0
87861	0
87862	0
87863	0
87864	1
87865	0
87866	0
87867	1
87868	0
87869	-1
87870	0
87871	0
87872	0
87873	0
87874	0
87875	-1
87876	0
87877	0
87878	0
87879	1
87880	0
87881	-1
87882	1
87883	0
87884	0
87885	0
87886	0
87887	-1
87888	0
87889	0
87890	0
87891	0
87892	0
87893	0
87894	1
87895	0
87896	0
87897	0
87898	0
87899	0
87900	0
87901	0
87902	0
87903	0
87904	0
87905	0
87906	0
87907	0
87908	0
87909	1
87910	0
87911	-1
87912	0
87913	0
87914	0
87915	0
87916	0
87917	-1
87918	1
87919	0
87920	0
87921	1
87922	0
87923	0
87924	1
87925	0
87926	0
87927	0
87928	0
87929	-1
87930	1
87931	0
87932	0
87933	1
87934	0
87935	0
87936	0
87937	0
87938	0
87939	1
87940	0
87941	-1
87942	0
87943	0
87944	0
87945	0
87946	0
87947	0
87948	1
87949	0
87950	0
87951	1
87952	0
87953	0
87954	0
87955	0
87956	0
87957	1
87958	0
87959	-1
87960	0
87961	0
87962	0
87963	1
87964	0
87965	0
87966	0
87967	0
87968	0
87969	0
87970	0
87971	-1
87972	1
87973	0
87974	0
87975	0
87976	0
87977	-1
87978	1
87979	0
87980	0
87981	0
87982	0
87983	0
87984	1
87985	0
87986	0
87987	0
87988	0
87989	-1
87990	0
87991	0
87992	0
87993	1
87994	0
87995	0
87996	0
87997	0
87998	0
87999	1
88000	0
88001	-1
88002	0
88003	0
88004	0
88005	0
88006	0
88007	-1
88008	0
88009	0
88010	0
88011	1
88012	0
88013	0
88014	1
88015	0
88016	0
88017	0
88018	0
88019	-1
88020	0
88021	0
88022	0
88023	1
88024	0
88025	0
88026	1
88027	0
88028	0
88029	1
88030	0
88031	0
88032	0
88033	0
88034	0
88035	1
88036	0
88037	-1
88038	0
88039	0
88040	0
88041	0
88042	0
88043	0
88044	1
88045	0
88046	0
88047	1
88048	0
88049	0
88050	0
88051	0
88052	0
88053	0
88054	0
88055	0
88056	0
88057	0
88058	0
88059	0
88060	0
88061	0
88062	0
88063	0
88064	0
88065	1
88066	0
88067	-1
88068	1
88069	0
88070	0
88071	0
88072	0
88073	0
88074	0
88075	0
88076	0
88077	0
88078	0
88079	-1
88080	1
88081	0
88082	0
88083	1
88084	0
88085	0
88086	0
88087	0
88088	0
88089	0
88090	0
88091	-1
88092	1
88093	0
88094	0
88095	0
88096	0
88097	0
88098	1
88099	0
88100	0
88101	0
88102	0
88103	0
88104	1
88105	0
88106	0
88107	1
88108	0
88109	0
88110	1
88111	0
88112	0
88113	1
88114	0
88115	-1
88116	1
88117	0
88118	0
88119	0
88120	0
88121	0
88122	1
88123	0
88124	0
88125	1
88126	0
88127	-1
88128	0
88129	0
88130	0
88131	0
88132	0
88133	0
88134	1
88135	0
88136	0
88137	0
88138	0
88139	0
88140	0
88141	0
88142	0
88143	0
88144	0
88145	0
88146	0
88147	0
88148	0
88149	0
88150	0
88151	0
88152	1
88153	0
88154	0
88155	1
88156	0
88157	0
88158	0
88159	0
88160	0
88161	1
88162	0
88163	0
88164	1
88165	0
88166	0
88167	1
88168	0
88169	-1
88170	1
88171	0
88172	0
88173	0
88174	0
88175	-1
88176	1
88177	0
88178	0
88179	1
88180	0
88181	0
88182	1
88183	0
88184	0
88185	0
88186	0
88187	0
88188	1
88189	0
88190	0
88191	0
88192	0
88193	0
88194	1
88195	0
88196	0
88197	1
88198	0
88199	0
88200	0
88201	0
88202	0
88203	1
88204	0
88205	0
88206	0
88207	0
88208	0
88209	1
88210	0
88211	-1
88212	1
88213	0
88214	0
88215	0
88216	0
88217	0
88218	1
88219	0
88220	0
88221	0
88222	0
88223	-1
88224	0
88225	0
88226	0
88227	0
88228	0
88229	0
88230	0
88231	0
88232	0
88233	1
88234	0
88235	-1
88236	1
88237	0
88238	0
88239	0
88240	0
88241	-1
88242	0
88243	0
88244	0
88245	0
88246	0
88247	0
88248	1
88249	0
88250	0
88251	1
88252	0
88253	0
88254	1
88255	0
88256	0
88257	1
88258	0
88259	-1
88260	0
88261	0
88262	0
88263	1
88264	0
88265	0
88266	0
88267	0
88268	0
88269	1
88270	0
88271	0
88272	1
88273	0
88274	0
88275	0
88276	0
88277	0
88278	1
88279	0
88280	0
88281	1
88282	0
88283	0
88284	0
88285	0
88286	0
88287	0
88288	0
88289	-1
88290	1
88291	0
88292	0
88293	0
88294	0
88295	0
88296	0
88297	0
88298	0
88299	1
88300	0
88301	-1
88302	1
88303	0
88304	0
88305	0
88306	0
88307	0
88308	1
88309	0
88310	0
88311	0
88312	0
88313	0
88314	0
88315	0
88316	0
88317	1
88318	0
88319	-1
88320	0
88321	0
88322	0
88323	1
88324	0
88325	-1
88326	0
88327	0
88328	0
88329	1
88330	0
88331	0
88332	0
88333	0
88334	0
88335	0
88336	0
88337	-1
88338	0
88339	0
88340	0
88341	1
88342	0
88343	0
88344	0
88345	0
88346	0
88347	0
88348	0
88349	0
88350	0
88351	0
88352	0
88353	1
88354	0
88355	0
88356	0
88357	0
88358	0
88359	1
88360	0
88361	0
88362	0
88363	0
88364	0
88365	0
88366	0
88367	0
88368	0
88369	0
88370	0
88371	0
88372	0
88373	0
88374	1
88375	0
88376	0
88377	1
88378	0
88379	-1
88380	1
88381	0
88382	0
88383	0
88384	0
88385	0
88386	0
88387	0
88388	0
88389	0
88390	0
88391	0
88392	1
88393	0
88394	0
88395	0
88396	0
88397	-1
88398	1
88399	0
88400	0
88401	1
88402	0
88403	0
88404	0
88405	0
88406	0
88407	1
88408	0
88409	-1
88410	0
88411	0
88412	0
88413	1
88414	0
88415	0
88416	0
88417	0
88418	0
88419	0
88420	0
88421	-1
88422	0
88423	0
88424	0
88425	0
88426	0
88427	-1
88428	1
88429	0
88430	0
88431	1
88432	0
88433	0
88434	0
88435	0
88436	0
88437	0
88438	0
88439	0
88440	0
88441	0
88442	0
88443	0
88444	0
88445	0
88446	1
88447	0
88448	0
88449	0
88450	0
88451	0
88452	1
88453	0
88454	0
88455	1
88456	0
88457	0
88458	0
88459	0
88460	0
88461	0
88462	0
88463	-1
88464	1
88465	0
88466	0
88467	1
88468	0
88469	-1
88470	1
88471	0
88472	0
88473	0
88474	0
88475	0
88476	0
88477	0
88478	0
88479	1
88480	0
88481	0
88482	0
88483	0
88484	0
88485	0
88486	0
88487	0
88488	0
88489	0
88490	0
88491	1
88492	0
88493	-1
88494	1
88495	0
88496	0
88497	1
88498	0
88499	-1
88500	0
88501	0
88502	0
88503	0
88504	0
88505	0
88506	1
88507	0
88508	0
88509	1
88510	0
88511	-1
88512	1
88513	0
88514	0
88515	0
88516	0
88517	0
88518	0
88519	0
88520	0
88521	0
88522	0
88523	-1
88524	1
88525	0
88526	0
88527	0
88528	0
88529	0
88530	0
88531	0
88532	0
88533	0
88534	0
88535	0
88536	0
88537	0
88538	0
88539	0
88540	0
88541	0
88542	0
88543	0
88544	0
88545	0
88546	0
88547	-1
88548	1
88549	0
88550	0
88551	0
88552	0
88553	0
88554	1
88555	0
88556	0
88557	1
88558	0
88559	0
88560	1
88561	0
88562	0
88563	0
88564	0
88565	0
88566	1
88567	0
88568	0
88569	1
88570	0
88571	0
88572	0
88573	0
88574	0
88575	0
88576	0
88577	0
88578	0
88579	0
88580	0
88581	0
88582	0
88583	0
88584	0
88585	0
88586	0
88587	1
88588	0
88589	-1
88590	1
88591	0
88592	0
88593	0
88594	0
88595	0
88596	0
88597	0
88598	0
88599	0
88600	0
88601	0
88602	0
88603	0
88604	0
88605	0
88606	0
88607	-1
88608	1
88609	0
88610	0
88611	1
88612	0
88613	0
88614	1
88615	0
88616	0
88617	0
88618	0
88619	0
88620	0
88621	0
88622	0
88623	1
88624	0
88625	0
88626	0
88627	0
88628	0
88629	0
88630	0
88631	0
88632	1
88633	0
88634	0
88635	0
88636	0
88637	0
88638	1
88639	0
88640	0
88641	0
88642	0
88643	-1
88644	1
88645	0
88646	0
88647	0
88648	0
88649	-1
88650	0
88651	0
88652	0
88653	1
88654	0
88655	-1
88656	0
88657	0
88658	0
88659	0
88660	0
88661	-1
88662	1
88663	0
88664	0
88665	1
88666	0
88667	-1
88668	0
88669	0
88670	0
88671	1
88672	0
88673	0
88674	0
88675	0
88676	0
88677	1
88678	0
88679	-1
88680	0
88681	0
88682	0
88683	0
88684	0
88685	0
88686	0
88687	0
88688	0
88689	0
88690	0
88691	0
88692	1
88693	0
88694	0
88695	1
88696	0
88697	0
88698	0
88699	0
88700	0
88701	0
88702	0
88703	0
88704	0
88705	0
88706	0
88707	1
88708	0
88709	0
88710	0
88711	0
88712	0
88713	1
88714	0
88715	0
88716	1
88717	0
88718	0
88719	1
88720	0
88721	-1
88722	0
88723	0
88724	0
88725	0
88726	0
88727	-1
88728	0
88729	0
88730	0
88731	0
88732	0
88733	0
88734	0
88735	0
88736	0
88737	1
88738	0
88739	-1
88740	1
88741	0
88742	0
88743	1
88744	0
88745	-1
88746	1
88747	0
88748	0
88749	1
88750	0
88751	0
88752	0
88753	0
88754	0
88755	0
88756	0
88757	0
88758	1
88759	0
88760	0
88761	0
88762	0
88763	0
88764	0
88765	0
88766	0
88767	0
88768	0
88769	-1
88770	1
88771	0
88772	0
88773	1
88774	0
88775	0
88776	0
88777	0
88778	0
88779	1
88780	0
88781	0
88782	0
88783	0
88784	0
88785	0
88786	0
88787	-1
88788	0
88789	0
88790	0
88791	0
88792	0
88793	-1
88794	0
88795	0
88796	0
88797	1
88798	0
88799	-1
88800	0
88801	0
88802	0
88803	1
88804	0
88805	-1
88806	0
88807	0
88808	0
88809	0
88810	0
88811	-1
88812	0
88813	0
88814	0
88815	1
88816	0
88817	-1
88818	0
88819	0
88820	0
88821	0
88822	0
88823	0
88824	0
88825	0
88826	0
88827	1
88828	0
88829	0
88830	0
88831	0
88832	0
88833	0
88834	0
88835	0
88836	0
88837	0
88838	0
88839	0
88840	0
88841	-1
88842	1
88843	0
88844	0
88845	0
88846	0
88847	0
88848	1
88849	0
88850	0
88851	0
88852	0
88853	-1
88854	0
88855	0
88856	0
88857	0
88858	0
88859	-1
88860	0
88861	0
88862	0
88863	0
88864	0
88865	-1
88866	0
88867	0
88868	0
88869	0
88870	0
88871	-1
88872	1
88873	0
88874	0
88875	1
88876	0
88877	0
88878	0
88879	0
88880	0
88881	0
88882	0
88883	-1
88884	1
88885	0
88886	0
88887	0
88888	0
88889	0
88890	0
88891	0
88892	0
88893	0
88894	0
88895	-1
88896	1
88897	0
88898	0
88899	1
88900	0
88901	-1
88902	1
88903	0
88904	0
88905	0
88906	0
88907	0
88908	1
88909	0
88910	0
88911	0
88912	0
88913	0
88914	1
88915	0
88916	0
88917	0
88918	0
88919	-1
88920	0
88921	0
88922	0
88923	1
88924	0
88925	0
88926	0
88927	0
88928	0
88929	0
88930	0
88931	0
88932	0
88933	0
88934	0
88935	0
88936	0
88937	-1
88938	0
88939	0
88940	0
88941	0
88942	0
88943	0
88944	1
88945	0
88946	0
88947	1
88948	0
88949	-1
88950	1
88951	0
88952	0
88953	0
88954	0
88955	0
88956	1
88957	0
88958	0
88959	1
88960	0
88961	0
88962	1
88963	0
88964	0
88965	0
88966	0
88967	-1
88968	1
88969	0
88970	0
88971	0
88972	0
88973	0
88974	1
88975	0
88976	0
88977	1
88978	0
88979	0
88980	1
88981	0
88982	0
88983	0
88984	0
88985	0
88986	1
88987	0
88988	0
88989	0
88990	0
88991	-1
88992	1
88993	0
88994	0
88995	0
88996	0
88997	-1
88998	0
88999	0
89000	0
89001	0
89002	0
89003	-1
89004	1
89005	0
89006	0
89007	0
89008	0
89009	-1
89010	0
89011	0
89012	0
89013	1
89014	0
89015	-1
89016	0
89017	0
89018	0
89019	0
89020	0
89021	-1
89022	1
89023	0
89024	0
89025	0
89026	0
89027	0
89028	0
89029	0
89030	0
89031	0
89032	0
89033	0
89034	0
89035	0
89036	0
89037	1
89038	0
89039	-1
89040	0
89041	0
89042	0
89043	0
89044	0
89045	0
89046	0
89047	0
89048	0
89049	1
89050	0
89051	-1
89052	0
89053	0
89054	0
89055	1
89056	0
89057	-1
89058	0
89059	0
89060	0
89061	1
89062	0
89063	0
89064	0
89065	0
89066	0
89067	1
89068	0
89069	-1
89070	0
89071	0
89072	0
89073	1
89074	0
89075	0
89076	0
89077	0
89078	0
89079	1
89080	0
89081	-1
89082	0
89083	0
89084	0
89085	0
89086	0
89087	-1
89088	1
89089	0
89090	0
89091	0
89092	0
89093	0
89094	1
89095	0
89096	0
89097	1
89098	0
89099	-1
89100	0
89101	0
89102	0
89103	0
89104	0
89105	-1
89106	1
89107	0
89108	0
89109	0
89110	0
89111	-1
89112	0
89113	0
89114	0
89115	1
89116	0
89117	-1
89118	1
89119	0
89120	0
89121	0
89122	0
89123	-1
89124	0
89125	0
89126	0
89127	1
89128	0
89129	0
89130	0
89131	0
89132	0
89133	1
89134	0
89135	-1
89136	0
89137	0
89138	0
89139	0
89140	0
89141	0
89142	0
89143	0
89144	0
89145	0
89146	0
89147	0
89148	1
89149	0
89150	0
89151	0
89152	0
89153	-1
89154	1
89155	0
89156	0
89157	1
89158	0
89159	0
89160	0
89161	0
89162	0
89163	0
89164	0
89165	0
89166	1
89167	0
89168	0
89169	1
89170	0
89171	0
89172	0
89173	0
89174	0
89175	0
89176	0
89177	0
89178	1
89179	0
89180	0
89181	0
89182	0
89183	0
89184	1
89185	0
89186	0
89187	0
89188	0
89189	-1
89190	0
89191	0
89192	0
89193	0
89194	0
89195	0
89196	0
89197	0
89198	0
89199	1
89200	0
89201	-1
89202	1
89203	0
89204	0
89205	1
89206	0
89207	-1
89208	0
89209	0
89210	0
89211	1
89212	0
89213	-1
89214	0
89215	0
89216	0
89217	0
89218	0
89219	0
89220	0
89221	0
89222	0
89223	1
89224	0
89225	-1
89226	1
89227	0
89228	0
89229	0
89230	0
89231	-1
89232	0
89233	0
89234	0
89235	0
89236	0
89237	-1
89238	1
89239	0
89240	0
89241	0
89242	0
89243	0
89244	1
89245	0
89246	0
89247	1
89248	0
89249	0
89250	0
89251	0
89252	0
89253	1
89254	0
89255	0
89256	0
89257	0
89258	0
89259	1
89260	0
89261	-1
89262	0
89263	0
89264	0
89265	0
89266	0
89267	-1
89268	1
89269	0
89270	0
89271	1
89272	0
89273	-1
89274	0
89275	0
89276	0
89277	0
89278	0
89279	0
89280	0
89281	0
89282	0
89283	1
89284	0
89285	0
89286	1
89287	0
89288	0
89289	1
89290	0
89291	-1
89292	0
89293	0
89294	0
89295	0
89296	0
89297	0
89298	0
89299	0
89300	0
89301	1
89302	0
89303	-1
89304	1
89305	0
89306	0
89307	1
89308	0
89309	0
89310	1
89311	0
89312	0
89313	1
89314	0
89315	-1
89316	1
89317	0
89318	0
89319	0
89320	0
89321	0
89322	1
89323	0
89324	0
89325	1
89326	0
89327	-1
89328	0
89329	0
89330	0
89331	0
89332	0
89333	0
89334	0
89335	0
89336	0
89337	0
89338	0
89339	0
89340	0
89341	0
89342	0
89343	1
89344	0
89345	0
89346	0
89347	0
89348	0
89349	1
89350	0
89351	0
89352	1
89353	0
89354	0
89355	0
89356	0
89357	0
89358	0
89359	0
89360	0
89361	0
89362	0
89363	-1
89364	0
89365	0
89366	0
89367	0
89368	0
89369	-1
89370	0
89371	0
89372	0
89373	0
89374	0
89375	0
89376	0
89377	0
89378	0
89379	1
89380	0
89381	-1
89382	1
89383	0
89384	0
89385	0
89386	0
89387	-1
89388	0
89389	0
89390	0
89391	0
89392	0
89393	-1
89394	1
89395	0
89396	0
89397	0
89398	0
89399	-1
89400	1
89401	0
89402	0
89403	1
89404	0
89405	0
89406	1
89407	0
89408	0
89409	1
89410	0
89411	-1
89412	1
89413	0
89414	0
89415	0
89416	0
89417	-1
89418	1
89419	0
89420	0
89421	0
89422	0
89423	0
89424	0
89425	0
89426	0
89427	0
89428	0
89429	-1
89430	1
89431	0
89432	0
89433	1
89434	0
89435	0
89436	0
89437	0
89438	0
89439	1
89440	0
89441	-1
89442	1
89443	0
89444	0
89445	0
89446	0
89447	-1
89448	1
89449	0
89450	0
89451	1
89452	0
89453	0
89454	1
89455	0
89456	0
89457	1
89458	0
89459	-1
89460	0
89461	0
89462	0
89463	1
89464	0
89465	0
89466	0
89467	0
89468	0
89469	1
89470	0
89471	0
89472	1
89473	0
89474	0
89475	0
89476	0
89477	-1
89478	1
89479	0
89480	0
89481	0
89482	0
89483	0
89484	0
89485	0
89486	0
89487	0
89488	0
89489	-1
89490	1
89491	0
89492	0
89493	0
89494	0
89495	0
89496	1
89497	0
89498	0
89499	0
89500	0
89501	-1
89502	0
89503	0
89504	0
89505	0
89506	0
89507	0
89508	0
89509	0
89510	0
89511	0
89512	0
89513	-1
89514	1
89515	0
89516	0
89517	1
89518	0
89519	-1
89520	1
89521	0
89522	0
89523	1
89524	0
89525	-1
89526	0
89527	0
89528	0
89529	1
89530	0
89531	-1
89532	1
89533	0
89534	0
89535	0
89536	0
89537	0
89538	0
89539	0
89540	0
89541	0
89542	0
89543	0
89544	1
89545	0
89546	0
89547	1
89548	0
89549	0
89550	0
89551	0
89552	0
89553	1
89554	0
89555	0
89556	1
89557	0
89558	0
89559	1
89560	0
89561	-1
89562	1
89563	0
89564	0
89565	0
89566	0
89567	-1
89568	0
89569	0
89570	0
89571	0
89572	0
89573	0
89574	1
89575	0
89576	0
89577	0
89578	0
89579	0
89580	0
89581	0
89582	0
89583	1
89584	0
89585	0
89586	1
89587	0
89588	0
89589	1
89590	0
89591	-1
89592	0
89593	0
89594	0
89595	0
89596	0
89597	-1
89598	0
89599	0
89600	0
89601	0
89602	0
89603	-1
89604	1
89605	0
89606	0
89607	1
89608	0
89609	-1
89610	1
89611	0
89612	0
89613	0
89614	0
89615	0
89616	0
89617	0
89618	0
89619	1
89620	0
89621	0
89622	0
89623	0
89624	0
89625	1
89626	0
89627	-1
89628	0
89629	0
89630	0
89631	0
89632	0
89633	-1
89634	1
89635	0
89636	0
89637	1
89638	0
89639	0
89640	0
89641	0
89642	0
89643	1
89644	0
89645	0
89646	1
89647	0
89648	0
89649	0
89650	0
89651	-1
89652	0
89653	0
89654	0
89655	0
89656	0
89657	-1
89658	0
89659	0
89660	0
89661	1
89662	0
89663	0
89664	1
89665	0
89666	0
89667	1
89668	0
89669	-1
89670	0
89671	0
89672	0
89673	0
89674	0
89675	0
89676	0
89677	0
89678	0
89679	1
89680	0
89681	-1
89682	1
89683	0
89684	0
89685	0
89686	0
89687	-1
89688	1
89689	0
89690	0
89691	0
89692	0
89693	0
89694	1
89695	0
89696	0
89697	0
89698	0
89699	0
89700	1
89701	0
89702	0
89703	0
89704	0
89705	0
89706	1
89707	0
89708	0
89709	1
89710	0
89711	0
89712	0
89713	0
89714	0
89715	0
89716	0
89717	0
89718	1
89719	0
89720	0
89721	1
89722	0
89723	0
89724	1
89725	0
89726	0
89727	0
89728	0
89729	0
89730	1
89731	0
89732	0
89733	1
89734	0
89735	0
89736	0
89737	0
89738	0
89739	1
89740	0
89741	0
89742	1
89743	0
89744	0
89745	1
89746	0
89747	0
89748	0
89749	0
89750	0
89751	1
89752	0
89753	-1
89754	0
89755	0
89756	0
89757	0
89758	0
89759	-1
89760	0
89761	0
89762	0
89763	1
89764	0
89765	-1
89766	1
89767	0
89768	0
89769	1
89770	0
89771	0
89772	0
89773	0
89774	0
89775	0
89776	0
89777	-1
89778	1
89779	0
89780	0
89781	0
89782	0
89783	-1
89784	1
89785	0
89786	0
89787	0
89788	0
89789	0
89790	1
89791	0
89792	0
89793	1
89794	0
89795	-1
89796	0
89797	0
89798	0
89799	1
89800	0
89801	0
89802	0
89803	0
89804	0
89805	1
89806	0
89807	-1
89808	0
89809	0
89810	0
89811	0
89812	0
89813	0
89814	1
89815	0
89816	0
89817	0
89818	0
89819	-1
89820	1
89821	0
89822	0
89823	0
89824	0
89825	0
89826	0
89827	0
89828	0
89829	1
89830	0
89831	-1
89832	1
89833	0
89834	0
89835	0
89836	0
89837	-1
89838	1
89839	0
89840	0
89841	0
89842	0
89843	0
89844	0
89845	0
89846	0
89847	1
89848	0
89849	-1
89850	1
89851	0
89852	0
89853	0
89854	0
89855	0
89856	0
89857	0
89858	0
89859	0
89860	0
89861	0
89862	1
89863	0
89864	0
89865	0
89866	0
89867	-1
89868	0
89869	0
89870	0
89871	1
89872	0
89873	0
89874	1
89875	0
89876	0
89877	1
89878	0
89879	0
89880	0
89881	0
89882	0
89883	0
89884	0
89885	0
89886	0
89887	0
89888	0
89889	0
89890	0
89891	-1
89892	1
89893	0
89894	0
89895	0
89896	0
89897	-1
89898	0
89899	0
89900	0
89901	0
89902	0
89903	0
89904	1
89905	0
89906	0
89907	1
89908	0
89909	-1
89910	1
89911	0
89912	0
89913	1
89914	0
89915	-1
89916	1
89917	0
89918	0
89919	1
89920	0
89921	-1
89922	0
89923	0
89924	0
89925	0
89926	0
89927	0
89928	1
89929	0
89930	0
89931	0
89932	0
89933	0
89934	0
89935	0
89936	0
89937	0
89938	0
89939	-1
89940	0
89941	0
89942	0
89943	0
89944	0
89945	0
89946	0
89947	0
89948	0
89949	0
89950	0
89951	0
89952	1
89953	0
89954	0
89955	1
89956	0
89957	-1
89958	1
89959	0
89960	0
89961	1
89962	0
89963	-1
89964	1
89965	0
89966	0
89967	0
89968	0
89969	0
89970	0
89971	0
89972	0
89973	1
89974	0
89975	-1
89976	1
89977	0
89978	0
89979	1
89980	0
89981	-1
89982	1
89983	0
89984	0
89985	0
89986	0
89987	-1
89988	1
89989	0
89990	0
89991	0
89992	0
89993	0
89994	1
89995	0
89996	0
89997	1
89998	0
89999	-1
90000	0
90001	0
90002	0
90003	1
90004	0
90005	-1
90006	1
90007	0
90008	0
90009	0
90010	0
90011	-1
90012	0
90013	0
90014	0
90015	1
90016	0
90017	-1
90018	0
90019	0
90020	0
90021	0
90022	0
90023	-1
90024	1
90025	0
90026	0
90027	0
90028	0
90029	-1
90030	1
90031	0
90032	0
90033	0
90034	0
90035	0
90036	0
90037	0
90038	0
90039	1
90040	0
90041	0
90042	1
90043	0
90044	0
90045	0
90046	0
90047	0
90048	0
90049	0
90050	0
90051	1
90052	0
90053	-1
90054	0
90055	0
90056	0
90057	0
90058	0
90059	-1
90060	0
90061	0
90062	0
90063	0
90064	0
90065	-1
90066	0
90067	0
90068	0
90069	0
90070	0
90071	-1
90072	1
90073	0
90074	0
90075	0
90076	0
90077	0
90078	0
90079	0
90080	0
90081	0
90082	0
90083	0
90084	1
90085	0
90086	0
90087	0
90088	0
90089	-1
90090	0
90091	0
90092	0
90093	1
90094	0
90095	0
90096	0
90097	0
90098	0
90099	0
90100	0
90101	0
90102	0
90103	0
90104	0
90105	0
90106	0
90107	-1
90108	1
90109	0
90110	0
90111	0
90112	0
90113	0
90114	1
90115	0
90116	0
90117	0
90118	0
90119	-1
90120	1
90121	0
90122	0
90123	1
90124	0
90125	-1
90126	1
90127	0
